login,pre_commit_count,pre_mean_message_length,pre_active_weeks,pre_repos_touched,pre_mean_commits_per_active_week,pre_frac_multiline,pre_frac_conventional,pre_frac_mentions_test,pre_frac_has_bullets,pre_mean_inter_commit_hours,pre_frac_burst_commits,pre_sampled_test_cowrite_rate,pre_file_sample_count,pre_mean_pr_body_length,pre_frac_pr_has_body,post_commit_count,post_mean_message_length,post_active_weeks,post_repos_touched,post_mean_commits_per_active_week,post_frac_multiline,post_frac_conventional,post_frac_mentions_test,post_frac_has_bullets,post_mean_inter_commit_hours,post_frac_burst_commits,post_sampled_test_cowrite_rate,post_file_sample_count,post_mean_pr_body_length,post_frac_pr_has_body,delta_commit_count,delta_mean_message_length,delta_active_weeks,delta_repos_touched,delta_mean_commits_per_active_week,delta_frac_multiline,delta_frac_conventional,delta_frac_mentions_test,delta_frac_has_bullets,delta_mean_inter_commit_hours,delta_frac_burst_commits,delta_sampled_test_cowrite_rate,delta_file_sample_count,delta_mean_pr_body_length,delta_frac_pr_has_body
kylerphillips,11,38.73,3,1,3.67,0.0,0.818,0.0,0.0,62.47,0.6,0.0,0,0.0,0.0,20,187.65,1,1,20.0,0.9,0.0,0.0,0.0,0.12,1.0,0.0,0,0.0,0.0,9,148.92,-2,0,16.33,0.9,-0.818,0.0,0.0,-62.35,0.4,0.0,0,0.0,0.0
abdul-rehman-d,27,23.52,4,2,6.75,0.0,0.0,0.0,0.0,51.7,0.346,0.0,0,0.0,0.0,68,29.74,12,1,5.67,0.059,0.382,0.0,0.015,266.19,0.657,0.0,0,4.0,0.0,41,6.22,8,-1,-1.08,0.059,0.382,0.0,0.015,214.49,0.311,0.0,0,4.0,0.0
simon-lawyer,46,16.8,4,2,11.5,0.022,0.0,0.022,0.0,250.76,0.933,0.0,0,0.0,0.0,34,22.41,15,1,2.27,0.206,0.0,0.088,0.0,441.26,0.545,0.0,0,0.0,0.0,-12,5.61,11,-1,-9.23,0.184,0.0,0.066,0.0,190.5,-0.388,0.0,0,0.0,0.0
mcraiha,44,58.98,4,2,11.0,1.0,0.0,0.273,0.0,78.76,0.791,0.0,0,0.0,0.0,39,49.0,8,2,4.88,1.0,0.0,0.103,0.0,316.92,0.711,0.0,0,0.0,0.0,-5,-9.98,4,0,-6.12,0.0,0.0,-0.17,0.0,238.16,-0.08,0.0,0,0.0,0.0
amcucunuba,60,22.62,14,3,4.29,0.033,0.0,0.0,0.0,79.44,0.339,0.0,0,35.8,0.2,29,11.76,6,2,4.83,0.034,0.0,0.0,0.0,301.89,0.571,0.0,0,15.0,0.0,-31,-10.86,-8,-1,0.54,0.001,0.0,0.0,0.0,222.45,0.232,0.0,0,-20.8,-0.2
Dawgsrlife,6,13.67,2,1,3.0,0.0,0.0,0.167,0.0,60.52,0.8,0.0,0,0.0,0.0,94,46.66,14,5,6.71,0.0,0.0,0.032,0.021,44.16,0.559,0.0,0,0.0,0.0,88,32.99,12,4,3.71,0.0,0.0,-0.135,0.021,-16.36,-0.241,0.0,0,0.0,0.0
LuisMiguel-efe,16,57.19,5,1,3.2,0.625,0.0,0.0,0.0,50.33,0.4,0.0,0,0.0,0.0,24,58.17,6,3,4.0,0.375,0.0,0.0,0.0,459.37,0.522,0.0,0,0.0,0.0,8,0.98,1,2,0.8,-0.25,0.0,0.0,0.0,409.04,0.122,0.0,0,0.0,0.0
thedevtobiii,5,18.6,4,4,1.25,0.0,0.0,0.0,0.0,102.99,0.25,0.0,0,0.0,0.0,5,31.0,5,2,1.0,0.2,0.0,0.0,0.0,3073.86,0.0,0.0,0,0.0,0.0,0,12.4,1,-2,-0.25,0.2,0.0,0.0,0.0,2970.87,-0.25,0.0,0,0.0,0.0
shirosensei,13,15.85,5,4,2.6,0.0,0.0,0.0,0.0,419.11,0.583,0.0,0,0.0,0.0,11,25.64,7,1,1.57,0.091,0.0,0.0,0.0,1110.35,0.1,0.0,0,0.0,0.0,-2,9.79,2,-3,-1.03,0.091,0.0,0.0,0.0,691.24,-0.483,0.0,0,0.0,0.0
MarineCrou,5,56.8,2,2,2.5,0.4,0.0,0.0,0.2,83.1,0.75,0.0,0,0.0,0.0,70,46.74,13,4,5.38,0.0,0.0,0.0,0.071,149.14,0.594,0.0,0,0.0,0.0,65,-10.06,11,2,2.88,-0.4,0.0,0.0,-0.129,66.04,-0.156,0.0,0,0.0,0.0
larsrickert,94,44.09,18,1,5.22,0.064,0.862,0.011,0.021,128.12,0.753,0.0,0,178.0,0.25,6,30.5,3,1,2.0,0.0,1.0,0.0,0.0,490.31,0.2,0.0,0,0.0,0.0,-88,-13.59,-15,0,-3.22,-0.064,0.138,-0.011,-0.021,362.19,-0.553,0.0,0,-178.0,-0.25
Nandhan007,19,17.79,3,3,6.33,0.0,0.0,0.0,0.0,217.06,0.889,0.0,0,0.0,0.0,59,25.9,6,4,9.83,0.068,0.0,0.017,0.0,149.83,0.586,0.0,0,0.0,0.0,40,8.11,3,1,3.5,0.068,0.0,0.017,0.0,-67.23,-0.303,0.0,0,0.0,0.0
toriumi0118,22,17.5,9,1,2.44,0.0,0.955,0.0,0.0,201.24,0.238,0.0,0,0.0,0.0,78,14.14,21,1,3.71,0.0,0.897,0.0,0.0,252.52,0.403,0.0,0,0.0,0.0,56,-3.36,12,0,1.27,0.0,-0.058,0.0,0.0,51.28,0.165,0.0,0,0.0,0.0
lycaoduong,16,21.31,2,4,8.0,0.0,0.0,0.062,0.0,1005.43,0.867,0.0,0,0.0,0.0,14,17.36,8,3,1.75,0.0,0.0,0.0,0.0,447.76,0.231,0.0,0,0.0,0.0,-2,-3.95,6,-1,-6.25,0.0,0.0,-0.062,0.0,-557.67,-0.636,0.0,0,0.0,0.0
Bekhruzakhmadjanov,38,16.24,6,5,6.33,0.0,0.0,0.0,0.0,161.99,0.73,0.0,0,0.0,0.0,9,16.0,3,1,3.0,0.0,0.0,0.0,0.0,1147.68,0.75,0.0,0,0.0,0.0,-29,-0.24,-3,-4,-3.33,0.0,0.0,0.0,0.0,985.69,0.02,0.0,0,0.0,0.0
isabelntho,24,24.71,7,3,3.43,0.042,0.0,0.0,0.0,178.5,0.696,0.0,0,0.0,0.0,5,16.0,2,1,2.5,0.0,0.0,0.0,0.0,2123.37,0.5,0.0,0,0.0,0.0,-19,-8.71,-5,-2,-0.93,-0.042,0.0,0.0,0.0,1944.87,-0.196,0.0,0,0.0,0.0
marslo,83,29.8,16,1,5.19,0.0,0.0,0.0,0.072,140.26,0.549,0.0,0,0.0,0.0,17,85.59,5,1,3.4,0.059,0.059,0.0,0.118,753.68,0.25,0.0,0,0.0,0.0,-66,55.79,-11,0,-1.79,0.059,0.059,0.0,0.046,613.42,-0.299,0.0,0,0.0,0.0
abbasamirza,19,29.63,4,3,4.75,0.0,0.0,0.0,0.0,87.69,0.611,0.0,0,0.0,0.0,36,65.83,5,5,7.2,0.389,0.0,0.0,0.0,435.19,0.629,0.0,0,72.56,0.778,17,36.2,1,2,2.45,0.389,0.0,0.0,0.0,347.5,0.018,0.0,0,72.56,0.778
wandanamaddumage,9,31.11,5,1,1.8,0.0,0.0,0.0,0.0,86.99,0.25,0.0,0,0.0,0.0,47,38.62,10,5,4.7,0.213,0.106,0.0,0.0,147.77,0.435,0.0,0,0.0,0.0,38,7.51,5,4,2.9,0.213,0.106,0.0,0.0,60.78,0.185,0.0,0,0.0,0.0
gureckis,12,18.67,8,1,1.5,0.0,0.0,0.083,0.0,215.71,0.273,0.0,0,0.0,0.0,14,26.29,6,1,2.33,0.0,0.071,0.0,0.0,536.4,0.385,0.0,0,0.0,0.0,2,7.62,-2,0,0.83,0.0,0.071,-0.083,0.0,320.69,0.112,0.0,0,0.0,0.0
krishantt,21,23.05,2,1,10.5,0.0,0.476,0.0,0.0,5.52,0.8,0.0,0,0.0,0.0,15,17.73,4,3,3.75,0.133,0.2,0.0,0.0,34.45,0.643,0.0,0,0.0,0.0,-6,-5.32,2,2,-6.75,0.133,-0.276,0.0,0.0,28.93,-0.157,0.0,0,0.0,0.0
rafael-freitass,10,50.4,2,1,5.0,0.1,0.0,0.0,0.0,23.61,0.556,0.0,0,0.0,0.0,12,22.17,4,4,3.0,0.0,0.0,0.0,0.0,951.2,0.727,0.0,0,0.0,0.0,2,-28.23,2,3,-2.0,-0.1,0.0,0.0,0.0,927.59,0.171,0.0,0,0.0,0.0
L-Sun,40,115.38,11,1,3.64,0.2,0.0,0.125,0.15,248.7,0.41,0.0,0,71.35,0.45,18,197.11,9,1,2.0,0.444,0.056,0.111,0.278,1069.6,0.235,0.0,0,180.67,0.5,-22,81.73,-2,0,-1.64,0.244,0.056,-0.014,0.128,820.9,-0.175,0.0,0,109.32,0.05
scatyf3,20,14.65,6,1,3.33,0.0,0.0,0.0,0.0,109.7,0.526,0.0,0,0.0,0.0,11,14.18,5,1,2.2,0.0,0.0,0.0,0.0,1105.97,0.5,0.0,0,0.0,0.0,-9,-0.47,-1,0,-1.13,0.0,0.0,0.0,0.0,996.27,-0.026,0.0,0,0.0,0.0
slavingia,17,11.71,7,1,2.43,0.0,0.0,0.0,0.0,1040.8,0.562,0.0,0,0.0,0.0,54,21.65,9,1,6.0,0.241,0.0,0.0,0.204,174.34,0.642,0.0,0,0.0,0.0,37,9.94,2,0,3.57,0.241,0.0,0.0,0.204,-866.46,0.08,0.0,0,0.0,0.0
RyuYeoni,24,28.42,6,3,4.0,0.208,0.0,0.042,0.0,286.66,0.696,0.0,0,32.33,0.333,8,15.0,3,4,2.67,0.0,0.0,0.0,0.0,1025.51,0.571,0.0,0,0.0,0.0,-16,-13.42,-3,1,-1.33,-0.208,0.0,-0.042,0.0,738.85,-0.125,0.0,0,-32.33,-0.333
v0rkath,76,22.63,10,2,7.6,0.026,0.0,0.026,0.013,147.23,0.773,0.0,0,0.0,0.0,11,23.91,6,2,1.83,0.0,0.0,0.0,0.0,895.46,0.5,0.0,0,0.0,0.0,-65,1.28,-4,0,-5.77,-0.026,0.0,-0.026,-0.013,748.23,-0.273,0.0,0,0.0,0.0
Soyaib10,70,21.07,14,4,5.0,0.043,0.0,0.0,0.057,143.31,0.667,0.0,0,0.0,0.0,9,17.22,4,2,2.25,0.0,0.0,0.0,0.0,977.48,0.25,0.0,0,0.0,0.0,-61,-3.85,-10,-2,-2.75,-0.043,0.0,0.0,-0.057,834.17,-0.417,0.0,0,0.0,0.0
SCWells72,17,117.59,10,2,1.7,0.176,0.0,0.059,0.118,388.53,0.312,0.0,0,709.5,1.0,14,48.0,8,2,1.75,0.071,0.0,0.0,0.0,1272.29,0.308,0.0,0,28.0,0.0,-3,-69.59,-2,0,0.05,-0.105,0.0,-0.059,-0.118,883.76,-0.004,0.0,0,-681.5,-1.0
upadhyayvaibhav229,9,16.22,2,4,4.5,0.0,0.0,0.0,0.0,12.79,0.5,0.0,0,0.0,0.0,8,10.62,3,3,2.67,0.0,0.0,0.0,0.0,106.82,0.714,0.0,0,0.0,0.0,-1,-5.6,1,-1,-1.83,0.0,0.0,0.0,0.0,94.03,0.214,0.0,0,0.0,0.0
mateuszmarc,45,33.87,5,4,9.0,0.0,0.0,0.0,0.0,17.48,0.75,0.0,0,0.0,0.0,8,40.75,6,4,1.33,0.375,0.0,0.0,0.0,991.01,0.286,0.0,0,0.0,0.0,-37,6.88,1,0,-7.67,0.375,0.0,0.0,0.0,973.53,-0.464,0.0,0,0.0,0.0
PaulAdrPENET,58,18.83,6,4,9.67,0.034,0.0,0.0,0.0,21.9,0.579,0.0,0,0.0,0.0,34,23.44,2,1,17.0,0.0,0.0,0.206,0.029,6.57,0.788,0.0,0,0.0,0.0,-24,4.61,-4,-3,7.33,-0.034,0.0,0.206,0.029,-15.33,0.209,0.0,0,0.0,0.0
Sergtco,6,13.17,2,1,3.0,0.0,0.0,0.0,0.0,64.25,0.6,0.0,0,0.0,0.0,94,12.76,9,1,10.44,0.0,0.0,0.0,0.0,15.72,0.29,0.0,0,0.0,0.0,88,-0.41,7,0,7.44,0.0,0.0,0.0,0.0,-48.53,-0.31,0.0,0,0.0,0.0
lshqqytiger,11,9.45,8,1,1.38,0.0,0.0,0.0,0.0,1347.05,0.3,0.0,0,0.0,0.0,6,8.83,4,1,1.5,0.0,0.0,0.0,0.0,2228.85,0.4,0.0,0,0.0,0.0,-5,-0.62,-4,0,0.12,0.0,0.0,0.0,0.0,881.8,0.1,0.0,0,0.0,0.0
JoYvBa,40,78.55,3,1,13.33,0.325,0.0,0.0,0.0,9.27,0.795,0.0,0,0.0,0.0,60,22.62,4,3,15.0,0.033,0.0,0.0,0.0,29.74,0.864,0.0,0,0.0,0.0,20,-55.93,1,2,1.67,-0.292,0.0,0.0,0.0,20.47,0.069,0.0,0,0.0,0.0
PavelDelhomme,27,69.15,5,3,5.4,0.111,0.0,0.0,0.0,254.98,0.731,0.0,0,0.0,0.0,73,78.42,8,1,9.12,0.055,0.0,0.041,0.0,33.29,0.639,0.0,0,0.0,0.0,46,9.27,3,-2,3.72,-0.056,0.0,0.041,0.0,-221.69,-0.092,0.0,0,0.0,0.0
bastonero,57,96.67,9,1,6.33,0.439,0.158,0.088,0.018,123.74,0.696,0.0,0,33.0,0.167,43,210.19,19,1,2.26,0.698,0.093,0.209,0.047,440.33,0.357,0.0,0,138.26,0.643,-14,113.52,10,0,-4.07,0.259,-0.065,0.121,0.029,316.59,-0.339,0.0,0,105.26,0.476
ankita320,44,17.89,6,4,7.33,0.0,0.0,0.0,0.0,23.1,0.791,0.0,0,0.0,0.0,7,69.57,3,2,2.33,0.714,0.0,0.0,0.0,464.29,0.667,0.0,0,0.0,0.0,-37,51.68,-3,-2,-5.0,0.714,0.0,0.0,0.0,441.19,-0.124,0.0,0,0.0,0.0
syntaqx,17,20.76,4,1,4.25,0.059,0.0,0.0,0.0,584.51,0.75,0.0,0,0.0,0.0,74,23.99,3,1,24.67,0.0,0.0,0.0,0.0,71.96,0.863,0.0,0,0.0,0.0,57,3.23,-1,0,20.42,-0.059,0.0,0.0,0.0,-512.55,0.113,0.0,0,0.0,0.0
romainsacchi,25,6.0,1,1,25.0,0.0,0.0,0.0,0.0,0.16,1.0,0.0,0,0.0,0.0,72,5.64,5,1,14.4,0.0,0.0,0.0,0.0,167.37,0.887,0.0,0,0.0,0.0,47,-0.36,4,0,-10.6,0.0,0.0,0.0,0.0,167.21,-0.113,0.0,0,0.0,0.0
ThoSamSet,12,16.0,2,1,6.0,0.0,0.0,0.0,0.0,324.45,0.909,0.0,0,0.0,0.0,88,23.32,19,2,4.63,0.0,0.011,0.0,0.0,159.99,0.437,0.0,0,0.0,0.0,76,7.32,17,1,-1.37,0.0,0.011,0.0,0.0,-164.46,-0.472,0.0,0,0.0,0.0
sch0426,18,27.28,4,2,4.5,0.167,0.0,0.0,0.0,123.88,0.824,0.0,0,0.0,0.0,82,70.33,11,2,7.45,0.0,0.0,0.024,0.098,156.71,0.395,0.0,0,0.0,0.0,64,43.05,7,0,2.95,-0.167,0.0,0.024,0.098,32.83,-0.429,0.0,0,0.0,0.0
xxLalxx,18,43.17,5,2,3.6,0.0,0.0,0.0,0.0,227.17,0.529,0.0,0,0.0,0.0,12,19.08,2,1,6.0,0.167,0.0,0.0,0.0,18.18,0.636,0.0,0,0.0,0.0,-6,-24.09,-3,-1,2.4,0.167,0.0,0.0,0.0,-208.99,0.107,0.0,0,0.0,0.0
knoepsim,8,42.38,3,2,2.67,0.125,0.0,0.0,0.0,907.2,0.714,0.0,0,0.0,0.0,27,49.41,8,3,3.38,0.111,0.111,0.0,0.111,423.8,0.577,0.0,0,0.0,0.0,19,7.03,5,1,0.71,-0.014,0.111,0.0,0.111,-483.4,-0.137,0.0,0,0.0,0.0
benkietzman,15,12.47,9,3,1.67,0.0,0.0,0.0,0.0,983.48,0.357,0.0,0,0.0,0.0,31,11.58,11,3,2.82,0.0,0.0,0.0,0.0,612.16,0.6,0.0,0,0.0,0.0,16,-0.89,2,0,1.15,0.0,0.0,0.0,0.0,-371.32,0.243,0.0,0,0.0,0.0
Art4,34,28.59,3,1,11.33,0.029,0.0,0.059,0.0,259.86,0.788,0.0,0,0.0,0.0,61,32.43,4,1,15.25,0.082,0.0,0.082,0.0,36.76,0.783,0.0,0,0.0,0.0,27,3.84,1,0,3.92,0.053,0.0,0.023,0.0,-223.1,-0.005,0.0,0,0.0,0.0
Beauver,30,115.17,8,2,3.75,0.633,0.0,0.067,0.1,62.05,0.345,0.0,0,0.0,0.0,67,54.93,10,4,6.7,0.448,0.0,0.03,0.015,298.52,0.591,0.0,0,35.0,0.0,37,-60.24,2,2,2.95,-0.185,0.0,-0.037,-0.085,236.47,0.246,0.0,0,35.0,0.0
feliperfdev,29,16.14,15,1,1.93,0.0,0.0,0.0,0.0,323.95,0.357,0.0,0,0.0,0.0,71,17.24,38,1,1.87,0.014,0.0,0.0,0.0,278.25,0.371,0.0,0,0.0,0.0,42,1.1,23,0,-0.06,0.014,0.0,0.0,0.0,-45.7,0.014,0.0,0,0.0,0.0
EarthMessenger,33,37.88,16,1,2.06,0.273,0.152,0.0,0.03,115.55,0.156,0.0,0,0.0,0.0,67,28.22,34,1,1.97,0.149,0.149,0.0,0.0,287.43,0.227,0.0,0,0.0,0.0,34,-9.66,18,0,-0.09,-0.124,-0.003,0.0,-0.03,171.88,0.071,0.0,0,0.0,0.0
yxhwxn,54,41.09,4,1,13.5,0.111,0.167,0.093,0.0,15.26,0.792,0.0,0,0.0,0.0,46,38.07,9,2,5.11,0.13,0.043,0.0,0.087,97.06,0.667,0.0,0,0.0,0.0,-8,-3.02,5,1,-8.39,0.019,-0.124,-0.093,0.087,81.8,-0.125,0.0,0,0.0,0.0
nmacknight,16,28.81,3,2,5.33,0.0,0.0,0.0,0.438,333.63,0.867,0.0,0,0.0,0.0,74,24.8,12,3,6.17,0.0,0.0,0.0,0.095,111.79,0.781,0.0,0,0.0,0.0,58,-4.01,9,1,0.84,0.0,0.0,0.0,-0.343,-221.84,-0.086,0.0,0,0.0,0.0
mgiannopoulos24,18,15.0,4,2,4.5,0.0,0.0,0.0,0.0,271.89,0.765,0.0,0,0.0,0.0,82,21.62,45,3,1.82,0.012,0.0,0.012,0.183,235.91,0.272,0.0,0,0.0,0.0,64,6.62,41,1,-2.68,0.012,0.0,0.012,0.183,-35.98,-0.493,0.0,0,0.0,0.0
stanrunge,9,23.22,4,2,2.25,0.111,0.0,0.0,0.0,260.79,0.375,0.0,0,0.0,0.0,71,32.3,13,1,5.46,0.014,0.592,0.0,0.0,115.96,0.657,0.0,0,292.0,1.0,62,9.08,9,-1,3.21,-0.097,0.592,0.0,0.0,-144.83,0.282,0.0,0,292.0,1.0
AgusMolinaCode,20,16.95,13,3,1.54,0.0,0.0,0.0,0.0,484.16,0.368,0.0,0,0.0,0.0,16,16.0,8,1,2.0,0.0,0.0,0.0,0.0,1234.6,0.533,0.0,0,0.0,0.0,-4,-0.95,-5,-2,0.46,0.0,0.0,0.0,0.0,750.44,0.165,0.0,0,0.0,0.0
SomethingForNew,78,12.6,15,1,5.2,0.0,0.0,0.038,0.0,71.76,0.506,0.0,0,0.0,0.0,22,7.59,4,1,5.5,0.0,0.0,0.0,0.0,55.0,0.476,0.0,0,0.0,0.0,-56,-5.01,-11,0,0.3,0.0,0.0,-0.038,0.0,-16.76,-0.03,0.0,0,0.0,0.0
ToaHartor,65,47.8,20,1,3.25,0.385,0.0,0.0,0.0,200.84,0.5,0.0,0,0.0,0.0,21,59.43,15,1,1.4,0.857,0.048,0.0,0.048,928.83,0.3,0.0,0,0.0,0.0,-44,11.63,-5,0,-1.85,0.472,0.048,0.0,0.048,727.99,-0.2,0.0,0,0.0,0.0
LincZero,9,14.89,2,1,4.5,0.333,0.0,0.0,0.0,31.12,0.5,0.0,0,0.0,0.0,67,30.61,9,1,7.44,0.045,0.851,0.0,0.0,93.46,0.803,0.0,0,0.0,0.0,58,15.72,7,0,2.94,-0.288,0.851,0.0,0.0,62.34,0.303,0.0,0,0.0,0.0
segzix,27,22.63,7,2,3.86,0.074,0.0,0.074,0.0,62.87,0.577,0.0,0,18.0,0.0,6,9.17,3,3,2.0,0.0,0.0,0.0,0.0,1061.26,0.6,0.0,0,0.0,0.0,-21,-13.46,-4,1,-1.86,-0.074,0.0,-0.074,0.0,998.39,0.023,0.0,0,-18.0,0.0
nazneenprojects,16,8.94,3,1,5.33,0.0,0.0,0.0,0.0,896.91,0.867,0.0,0,0.0,0.0,9,21.56,6,1,1.5,0.222,0.0,0.0,0.0,756.28,0.25,0.0,0,0.0,0.0,-7,12.62,3,0,-3.83,0.222,0.0,0.0,0.0,-140.63,-0.617,0.0,0,0.0,0.0
Cyletix,14,14.21,8,1,1.75,0.0,0.0,0.071,0.0,1245.65,0.462,0.0,0,0.0,0.0,15,21.53,7,2,2.14,0.067,0.0,0.0,0.0,1376.14,0.429,0.0,0,0.0,0.0,1,7.32,-1,1,0.39,0.067,0.0,-0.071,0.0,130.49,-0.033,0.0,0,0.0,0.0
ABHAY-100,9,13.33,4,1,2.25,0.0,0.0,0.0,0.0,201.49,0.625,0.0,0,0.0,0.0,91,20.52,20,3,4.55,0.055,0.0,0.0,0.0,212.82,0.489,0.0,0,0.0,0.0,82,7.19,16,2,2.3,0.055,0.0,0.0,0.0,11.33,-0.136,0.0,0,0.0,0.0
tsawyer,7,44.57,3,1,2.33,0.143,0.0,0.0,0.0,63.63,0.333,0.0,0,0.0,0.0,5,31.0,2,1,2.5,0.2,0.0,0.0,0.0,41.5,0.75,0.0,0,0.0,0.0,-2,-13.57,-1,0,0.17,0.057,0.0,0.0,0.0,-22.13,0.417,0.0,0,0.0,0.0
alexiwalker,39,55.41,7,2,5.57,0.077,0.0,0.051,0.026,332.09,0.684,0.0,0,0.0,0.0,61,41.72,8,4,7.62,0.016,0.0,0.164,0.0,80.37,0.4,0.0,0,0.0,0.0,22,-13.69,1,2,2.05,-0.061,0.0,0.113,-0.026,-251.72,-0.284,0.0,0,0.0,0.0
AriooGN,34,39.44,8,3,4.25,0.059,0.0,0.0,0.765,100.88,0.788,0.0,0,0.0,0.0,66,35.12,4,1,16.5,0.0,0.0,0.0,0.894,213.4,0.923,0.0,0,0.0,0.0,32,-4.32,-4,-2,12.25,-0.059,0.0,0.0,0.129,112.52,0.135,0.0,0,0.0,0.0
ravirajani,6,24.83,2,1,3.0,0.0,0.0,0.0,0.0,55.91,0.8,0.0,0,0.0,0.0,94,22.07,16,2,5.88,0.0,0.0,0.0,0.0,84.7,0.333,0.0,0,0.0,0.0,88,-2.76,14,1,2.88,0.0,0.0,0.0,0.0,28.79,-0.467,0.0,0,0.0,0.0
CodeHyder,6,38.17,1,1,6.0,0.0,0.0,0.0,0.0,6.14,0.2,0.0,0,0.0,0.0,18,30.11,9,2,2.0,0.222,0.0,0.0,0.0,646.66,0.294,0.0,0,0.0,0.0,12,-8.06,8,1,-4.0,0.222,0.0,0.0,0.0,640.52,0.094,0.0,0,0.0,0.0
Klaimmoro,22,19.77,5,1,4.4,0.0,0.0,0.0,0.0,174.2,0.81,0.0,0,0.0,0.0,9,48.33,5,3,1.8,0.333,0.0,0.0,0.0,846.0,0.25,0.0,0,328.0,0.333,-13,28.56,0,2,-2.6,0.333,0.0,0.0,0.0,671.8,-0.56,0.0,0,328.0,0.333
